Name,Set Name,Owner,Quantity,MARKET
Gryff Rider,Innistrad: Crimson Vow,Eric,1,0.06
Guardian of Faith,Adventures in the Forgotten Realms,Eric,1,4.06
Guardian of Faith,Adventures in the Forgotten Realms,Eric,1,3.61
Guardian of Faith,Adventures in the Forgotten Realms,Eric,1,3.44
Guardian Scalelord,March of the Machine Commander,Eric,1,0.81
Guild Artisan,Commander Legends: Battle for Baldur's Gate,Eric,1,0.12
Guild Thief,Adventures in the Forgotten Realms,Eric,1,0.03
"Gut, True Soul Zealot",Commander Legends: Battle for Baldur's Gate,Eric,1,0.19
Guul Draz Mucklord,Zendikar Rising,Eric,2,0.02
Gwaihir the Windlord,The Lord of the Rings: Tales of Middle-earth,Eric,2,0.07
"Gwaihir, Greatest of the Eagles",Tales of Middle-earth Commander,Eric,1,0.27
"Gylwain, Casting Director",Wilds of Eldraine Commander,Eric,1,0.14
Gyre Sage,March of the Machine Commander,Eric,1,3.71
"Haakon, Stromgald Scourge",March of the Machine Commander,Eric,1,0.22
"Haldir, Lórien Lieutenant",Tales of Middle-earth Commander,Eric,1,0.18
Half-Elf Monk,Adventures in the Forgotten Realms,Eric,1,0.04
Half-Elf Monk,Adventures in the Forgotten Realms,Eric,1,0.03
Halfling,Tales of Middle-earth Commander Tokens,Eric,2,0.78
Hall of Heliod's Generosity,Modern Horizons,Eric,1,4.19
Hall of Heliod's Generosity,Wilds of Eldraine Commander,Eric,1,3.73
Hall of Storm Giants,Adventures in the Forgotten Realms,Eric,1,1.72
Hall of Storm Giants,Adventures in the Forgotten Realms,Eric,1,1.47
Halo-Charged Skaab,March of the Machine,Eric,1,0.05
Halo-Charged Skaab,March of the Machine,Eric,1,0.03
"Halsin, Emerald Archdruid",Commander Legends: Battle for Baldur's Gate,Eric,2,0.09
"Hama Pashar, Ruin Seeker",Adventures in the Forgotten Realms,Eric,1,0.08
"Hama Pashar, Ruin Seeker",Adventures in the Forgotten Realms,Eric,1,0.05
"Hamza, Guardian of Arashin",March of the Machine Commander,Eric,1,0.09
Hand of Vecna,Adventures in the Forgotten Realms,Eric,1,0.38
Hand of Vecna,Adventures in the Forgotten Realms,Eric,1,0.26
Hangar Scrounger,March of the Machine,Eric,1,0.03
"Hanna, Ship's Navigator",Neon Dynasty Commander,Eric,1,0.15
Hardened Escort,Duskmourn: House of Horror,Eric,1,0.01
Hardy Outlander,Commander Legends: Battle for Baldur's Gate,Eric,1,0.07
Hare Apparent,Foundations,Eric,1,3.15
Harmonious Archon,Phyrexia: All Will Be One Commander,Eric,1,0.17
Harmonize,Tales of Middle-earth Commander,Eric,1,0.24
Harrier Strix,Outlaws of Thunder Junction,Eric,1,0.06
Harsh Mentor,Tales of Middle-earth Commander,Eric,1,0.22
Hate Mirage,Phyrexia: All Will Be One Commander,Eric,1,0.12
Haunt of the Dead Marshes,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Haunted Plate Mail,Magic 2014,Eric,1,0.15
Haven of the Spirit Dragon,Forgotten Realms Commander,Eric,1,5.08
"Havi, the All-Father",Assassin's Creed,Eric,1,0.36
"Havi, the All-Father",Assassin's Creed,Eric,2,0.33
Haystack,Secret Lair Drop,Eric,2,2.51
Haystack,Assassin's Creed,Eric,1,1.42
Haystack,Assassin's Creed,Eric,1,0.27
Haystack,Assassin's Creed,Eric,5,0.17
Haytham Kenway,Assassin's Creed,Eric,1,0.46
Haytham Kenway,Assassin's Creed,Eric,1,0.30
Hazel's Nocturne,Bloomburrow,Eric,1,0.07
Head of the Homestead,Bloomburrow,Eric,1,0.03
Headsplitter,Assassin's Creed,Eric,4,0.12
Healer's Hawk,Guilds of Ravnica,Eric,1,0.12
Healer's Hawk,Foundations,Eric,4,0.06
Heap Gate,Commander Legends: Battle for Baldur's Gate,Eric,1,0.18
Heaped Harvest,Bloomburrow,Eric,1,0.09
Heartfire Immolator,Foundations,Eric,1,0.03
Hearthborn Battler,Bloomburrow,Eric,1,0.14
Heaven // Earth,March of the Machine Commander,Eric,1,0.10
Hedron Detonator,March of the Machine Commander,Eric,1,1.24
"Heiko Yamazaki, the General",Kamigawa: Neon Dynasty,Eric,1,0.13
Heir of the Ancient Fang,Kamigawa: Neon Dynasty,Eric,1,0.02
Heirloom Blade,Forgotten Realms Commander,Eric,1,0.14
Heirloom Blade,Tales of Middle-earth Commander,Eric,1,0.11
Heliod's Intervention,Outlaws of Thunder Junction Commander,Eric,1,1.44
Heliod's Pilgrim,Theros Beyond Death,Eric,1,0.08
Hellish Rebuke,Forgotten Realms Commander,Eric,1,5.26
Hellish Rebuke,Forgotten Realms Commander,Eric,1,2.96
Hellkite Igniter,March of the Machine Commander,Eric,1,0.15
Hellspur Brute,Outlaws of Thunder Junction,Eric,1,0.10
Hellspur Brute,Outlaws of Thunder Junction,Eric,1,0.06
Hellspur Posse Boss,Outlaws of Thunder Junction,Eric,1,0.13
Helm of the Gods,Magic Origins,Eric,1,2.49
Helpful Hunter,Foundations,Eric,2,0.09
Hemlock Vial,Assassin's Creed,Eric,7,0.03
Herald of Hadar,Adventures in the Forgotten Realms,Eric,1,0.04
Herald of Hoofbeats,March of the Machine Commander,Eric,1,4.26
Herald's Horn,March of the Machine Commander,Eric,1,4.57
Herald's Horn,Tales of Middle-earth Commander,Eric,1,4.24
Hero of Bladehold,March of the Machine Commander,Eric,1,4.93
Hero of Iroas,Born of the Gods,Eric,1,0.48
Hero of the Pride,Theros Beyond Death,Eric,1,0.02
Hero's Downfall,Foundations,Eric,1,0.15
Hero's Downfall,Foundations,Eric,1,0.10
Heroic Intervention,Secret Lair Drop,Eric,1,13.86
Heroic Intervention,Tales of Middle-earth Commander,Eric,1,10.50
Heroic Reinforcements,Phyrexia: All Will Be One Commander,Eric,1,0.02
Heron-Blessed Geist,Innistrad: Crimson Vow,Eric,1,0.02
Hex,Outlaws of Thunder Junction Commander,Eric,1,0.17
Hex,Forgotten Realms Commander,Eric,1,0.13
Hexplate Wallbreaker,Phyrexia: All Will Be One Commander,Eric,1,5.64
Hezrou // Demonic Stench,Commander Legends: Battle for Baldur's Gate,Eric,1,0.11
Hidden Blade,Assassin's Creed,Eric,1,0.14
Hidden Blade,Assassin's Creed,Eric,3,0.10
Hidden Footblade,Assassin's Creed,Eric,2,0.06
Hidden Footblade,Assassin's Creed,Eric,2,0.06
Hidden Grotto,Bloomburrow,Eric,1,0.09
Hidden Necropolis,The Lost Caverns of Ixalan,Eric,1,0.02
Hidetsugu Consumes All,Kamigawa: Neon Dynasty,Eric,1,0.63
High Sentinels of Arashin,March of the Machine Commander,Eric,1,0.06
High Stride,Bloomburrow,Eric,2,0.02
High-Speed Hoverbike,Kamigawa: Neon Dynasty,Eric,1,0.10
Highborn Vampire,Zendikar Rising,Eric,1,0.05
Highway Robbery,Outlaws of Thunder Junction,Eric,2,0.13
Hill Giant Herdgorger,Adventures in the Forgotten Realms,Eric,1,0.09
Hill Giant Herdgorger,Adventures in the Forgotten Realms,Eric,1,0.02
Hindering Light,Breaking News,Eric,1,0.07
Hindervines,March of the Machine Commander,Eric,1,0.04
Hinterland Harbor,Tales of Middle-earth Commander,Eric,1,0.71
Hired Blade,Assassin's Creed,Eric,6,0.09
Hired Hexblade,Adventures in the Forgotten Realms,Eric,1,0.06
Historian's Wisdom,Kamigawa: Neon Dynasty,Eric,1,0.03
Hithlain Knots,The Lord of the Rings: Tales of Middle-earth,Eric,4,0.06
Hithlain Rope,Tales of Middle-earth Commander,Eric,1,0.24
Hoard Robber,Adventures in the Forgotten Realms,Eric,1,0.15
Hoard-Smelter Dragon,Forgotten Realms Commander,Eric,1,0.15
Hoarding Ogre,Adventures in the Forgotten Realms,Eric,2,0.11
Hoarding Ogre,Commander Legends: Battle for Baldur's Gate,Eric,1,0.07
Hobbling Zombie,Innistrad: Midnight Hunt,Eric,1,0.08
Hobgoblin Bandit Lord,Adventures in the Forgotten Realms,Eric,1,2.74
Hobgoblin Captain,Adventures in the Forgotten Realms,Eric,2,0.06
Hobgoblin Captain,Adventures in the Forgotten Realms,Eric,2,0.03
Hollowhenge Overlord,Crimson Vow Commander,Eric,2,6.79
Holy Avenger,Forgotten Realms Commander,Eric,1,0.81
Holy Cow,Outlaws of Thunder Junction,Eric,3,0.11
Holy Mantle,Gatecrash,Eric,1,0.27
Honor Troll,Strixhaven: School of Mages,Eric,1,0.08
Hookblade,Assassin's Creed,Eric,4,0.08
Hookblade,Assassin's Creed,Eric,9,0.03
Hookblade Veteran,Assassin's Creed,Eric,4,0.16
Hookhand Mariner,Innistrad: Crimson Vow,Eric,1,0.03
Hop to It,Bloomburrow,Eric,1,0.06
Hopeful Vigil,Wilds of Eldraine,Eric,1,0.02
Hordeling Outburst,Phyrexia: All Will Be One Commander,Eric,1,0.20
Horn of Valhalla // Ysgard's Call,Commander Legends: Battle for Baldur's Gate,Eric,1,0.40
Horned Loch-Whale // Lagoon Breach,Wilds of Eldraine,Eric,1,0.16
Hornet Queen,Tales of Middle-earth Commander,Eric,1,0.13
Horrid Vigor,Duskmourn: House of Horror,Eric,2,0.06
Horses of the Bruinen,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Hotfoot Gnome,The Lost Caverns of Ixalan,Eric,1,0.02
Hour of Reckoning,Phyrexia: All Will Be One Commander,Eric,1,0.17
Hourglass of the Lost,Modern Horizons 3 Commander,Eric,1,0.27
Howling Galefang,Wilds of Eldraine,Eric,1,0.06
Hulking Bugbear,Adventures in the Forgotten Realms,Eric,1,0.08
Human Knight Token,Tales of Middle-earth Commander Tokens,Eric,3,1.01
Human Rogue Token,Assassin's Creed Tokens,Eric,4,0.06
Human Rogue Token,Assassin's Creed Tokens,Eric,2,
Human Soldier Token,Tales of Middle-earth Tokens,Eric,2,0.16
Human Soldier Token,Phyrexia: All Will Be One Commander Tokens,Eric,1,0.11
Human Soldier Token,Tales of Middle-earth Tokens,Eric,2,0.11
Human Soldier Token,Ikoria: Lair of Behemoths Tokens,Eric,1,0.06
Human Soldier Token,Tales of Middle-earth Tokens,Eric,3,
Human Soldier Token,Wilds of Eldraine Commander Tokens,Eric,1,
Human Token,Tales of Middle-earth Commander Tokens,Eric,8,0.16
Human Token,Wilds of Eldraine Tokens,Eric,3,0.12
Human Token,Phyrexia: All Will Be One Commander Tokens,Eric,1,0.07
Human Token,March of the Machine Commander Tokens,Eric,2,
Humble Defector,Outlaws of Thunder Junction Commander,Eric,1,0.09
Humble Defector,Tales of Middle-earth Commander,Eric,1,0.07
Humiliate,Breaking News,Eric,1,0.04
Hungry Ghoul,Foundations,Eric,1,0.02
Hunter's Bow,Assassin's Creed,Eric,1,0.21
Hunter's Bow,Assassin's Creed,Eric,3,0.12
Hunter's Insight,Neon Dynasty Commander,Eric,1,0.65
Hunter's Mark,Adventures in the Forgotten Realms,Eric,1,0.04
Hunter's Mark,Adventures in the Forgotten Realms,Eric,1,0.04
Hurl Through Hell,Forgotten Realms Commander,Eric,1,1.77
Hushwood Verge,Duskmourn: House of Horror,Eric,1,4.79
Hydra Trainer,Modern Horizons 3,Eric,1,0.06
Hyena Umbra,Double Masters 2022,Eric,1,0.29
Hypothesizzle,Breaking News,Eric,1,0.03
Icatian Javelineers,Dominaria Remastered,Eric,1,0.02
Ice Storm,Secret Lair Drop,Eric,1,4.46
Icewind Elemental,Foundations,Eric,1,0.06
Icewrought Sentry,Wilds of Eldraine,Eric,1,0.08
Ichor Elixir,March of the Machine Commander,Eric,3,0.18
"Icingdeath, Frost Tongue Token",Adventures in the Forgotten Realms Tokens,Eric,2,
"Icingdeath, Frost Tyrant",Adventures in the Forgotten Realms,Eric,1,2.57
Idol of Oblivion,Outlaws of Thunder Junction Commander,Eric,1,0.91
Idyllic Beachfront,Dominaria United,Eric,1,0.26
Ignite the Future,Forgotten Realms Commander,Eric,1,0.27
Ignoble Hierarch,Modern Horizons 3 Commander,Eric,1,0.99
Ihsan's Shade,Masters 25,Eric,1,0.21
Ill-Gotten Inheritance,Ravnica Remastered,Eric,1,0.07
Ill-Timed Explosion,Murders at Karlov Manor,Eric,1,0.18
Illithid Harvester // Plant Tadpoles,Commander Legends: Battle for Baldur's Gate,Eric,1,0.15
Illusion Token (x/x),Modern Horizons 3 Commander Tokens,Eric,1,
Immovable Rod,Forgotten Realms Commander,Eric,1,0.47
"Imoen, Mystic Trickster",Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Imp's Mischief,Breaking News,Eric,1,2.03
Impede Momentum,Dominaria United,Eric,1,0.03
Imperial Oath,Kamigawa: Neon Dynasty,Eric,1,0.03
Imperial Recovery Unit,Kamigawa: Neon Dynasty,Eric,1,0.08
Imperial Subduer,Kamigawa: Neon Dynasty,Eric,1,0.06
Imposing Grandeur,Crimson Vow Commander,Eric,1,2.14
Imposter Mech,Neon Dynasty Commander,Eric,1,2.73
Imprisoned in the Moon,March of the Machine Commander,Eric,1,0.28
Imprisoned in the Moon,Foundations,Eric,1,0.15
Improvised Club,The Lord of the Rings: Tales of Middle-earth,Eric,2,0.04
Improvised Weaponry,Adventures in the Forgotten Realms,Eric,1,0.07
Improvised Weaponry,Adventures in the Forgotten Realms,Eric,1,0.02
Impulse,Dominaria United,Eric,1,0.09
Impulsive Pilferer,Outlaws of Thunder Junction Commander,Eric,1,0.18
In the Trenches,Secret Lair Drop,Eric,1,1.23
Incinerating Blast,Foundations,Eric,2,0.02
Increasing Devotion,Phyrexia: All Will Be One Commander,Eric,1,0.17
Increasing Devotion,Tales of Middle-earth Commander,Eric,1,0.16
Incriminate,Streets of New Capenna,Eric,1,0.05
Incubation Druid,March of the Machine Commander,Eric,1,3.34
Incubator Token,March of the Machine Tokens,Eric,1,0.10
Indomitable Archangel,Neon Dynasty Commander,Eric,1,0.36
Indomitable Might,Forgotten Realms Commander,Eric,1,0.77
Indomitable Might,Wilds of Eldraine Commander,Eric,1,0.23
Indomitable Might,Forgotten Realms Commander,Eric,1,0.22
Indulgent Aristocrat,Crimson Vow Commander,Eric,1,0.17
Inferno of the Star Mounts,Adventures in the Forgotten Realms,Eric,1,3.41
Inferno of the Star Mounts,Adventures in the Forgotten Realms,Eric,1,2.39
Infested Thrinax,Modern Horizons 3 Commander,Eric,1,0.12
Ingenious Artillerist,Commander Legends: Battle for Baldur's Gate,Eric,1,0.17
Ingenious Smith,Adventures in the Forgotten Realms,Eric,1,0.17
Inkling Token,Outlaws of Thunder Junction Commander Tokens,Eric,1,0.19
Inkrise Infiltrator,Kamigawa: Neon Dynasty,Eric,1,0.03
Innkeeper's Talent,Bloomburrow,Eric,1,15.92
Innocent Traveler,Innistrad: Crimson Vow,Eric,1,0.07
Inscription of Abundance,Tales of Middle-earth Commander,Eric,1,0.23
Inscription of Abundance,March of the Machine Commander,Eric,1,0.20
Insect Token,Tales of Middle-earth Commander Tokens,Eric,4,0.14
Insect Token,Duskmourn: House of Horror Tokens,Eric,1,
Insect Token (BG),Modern Horizons 3 Tokens,Eric,2,0.22
Insidious Roots,Murders at Karlov Manor,Eric,1,1.01
Inspired Tinkering,Commander Legends: Battle for Baldur's Gate,Eric,1,0.18
Inspiring Bard,Adventures in the Forgotten Realms,Eric,1,0.07
Inspiring Bard,Adventures in the Forgotten Realms,Eric,1,0.03
Inspiring Call,March of the Machine Commander,Eric,1,0.26
Inspiring Leader,Commander Legends: Battle for Baldur's Gate,Eric,1,0.53
Inspiring Leader,Commander Legends: Battle for Baldur's Gate,Eric,1,0.23
Inspiring Paladin,Foundations,Eric,1,0.02
Inspiring Statuary,March of the Machine Commander,Eric,1,0.33
Inspiring Vantage,Outlaws of Thunder Junction,Eric,1,3.87
Instrument of the Bards,Adventures in the Forgotten Realms,Eric,1,0.39
Insufferable Balladeer,Commander Legends: Battle for Baldur's Gate,Eric,1,0.05
Intangible Virtue,Phyrexia: All Will Be One Commander,Eric,1,0.15
"Inti, Seneschal of the Sun",The Lost Caverns of Ixalan,Eric,1,1.99
Intimidation Campaign,Outlaws of Thunder Junction,Eric,1,0.06
Intrepid Outlander,Adventures in the Forgotten Realms,Eric,1,0.09
Intruder Alarm,Wilds of Eldraine: Enchanting Tales,Eric,1,2.23
Invasion of Eldraine,March of the Machine,Eric,1,0.07
Invasion of Ergamon,March of the Machine,Eric,2,0.10
Invasion of Gobakhan,March of the Machine,Eric,1,1.82
Invasion of Theros,March of the Machine,Eric,1,0.36
Inventive Wingsmith,Outlaws of Thunder Junction,Eric,1,0.02
Inventive Wingsmith,Outlaws of Thunder Junction,Eric,1,0.02
Inventors' Fair,Secret Lair Drop,Eric,1,11.44
Inventory Management,Fallout,Eric,2,1.15
Invigorating Hot Spring,Kamigawa: Neon Dynasty,Eric,1,0.20
Involuntary Employment,Foundations,Eric,1,0.04
Inys Haen,March of the Machine Commander,Eric,1,0.55
Ion Storm,March of the Machine Commander,Eric,1,0.06
Ionize,Breaking News,Eric,1,0.14
Ioreth of the Healing House,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.15
Irascible Wolverine,Outlaws of Thunder Junction,Eric,1,0.07
Irenicus's Vile Duplication,Commander Legends: Battle for Baldur's Gate,Eric,1,2.99
Iron Golem,Adventures in the Forgotten Realms,Eric,1,0.10
Iron Golem,Adventures in the Forgotten Realms,Eric,2,0.02
"Iron Man, Titan of Innovation",Secret Lair Drop,Eric,1,28.58
Iron Verdict,Kaldheim,Eric,1,0.01
Iron-Fist Pulverizer,Outlaws of Thunder Junction,Eric,2,0.03
Ironhoof Boar,Kamigawa: Neon Dynasty,Eric,1,0.02
Ironsoul Enforcer,Neon Dynasty Commander,Eric,1,0.42
Irreverent Gremlin,Duskmourn: House of Horror,Eric,1,0.04
Irrigated Farmland,Fallout,Eric,1,0.40
Isareth the Awakener,Commander Masters,Eric,1,0.12
Isengard Unleashed,Tales of Middle-earth Commander,Eric,1,0.76
"Ishai, Ojutai Dragonspeaker",Commander 2016,Eric,1,4.71
Island,Kamigawa: Neon Dynasty,Eric,7,2.43
Island,Theros Beyond Death,Eric,1,2.07
Island,Kamigawa: Neon Dynasty,Eric,1,1.88
Island,Assassin's Creed,Eric,4,1.36
Island,Dominaria United,Eric,1,1.14
Island,Assassin's Creed,Eric,5,0.96
Island,Foundations,Eric,1,0.95
Island,Foundations,Eric,2,0.79
Island,Assassin's Creed,Eric,9,0.58
Island,Wilds of Eldraine,Eric,2,0.55
Island,Bloomburrow,Eric,1,0.38
Island,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.37
Island,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.37
Island,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.37
Island,The Lord of the Rings: Tales of Middle-earth,Eric,2,0.32
Island,Assassin's Creed,Eric,10,0.29
Island,Bloomburrow,Eric,1,0.24
Island,Foundations,Eric,1,0.23
Island,Bloomburrow,Eric,2,0.22
Island,Foundations,Eric,1,0.20
Island,Bloomburrow,Eric,1,0.18
Island,Bloomburrow,Eric,1,0.16
Island,Bloomburrow,Eric,1,0.16
Island,Adventures in the Forgotten Realms,Eric,1,0.14
Island,Foundations,Eric,1,0.14
Island,Foundations,Eric,1,0.13
Island,Innistrad Remastered,Eric,1,0.13
Island,Wilds of Eldraine,Eric,2,0.12
Island,Adventures in the Forgotten Realms,Eric,1,0.12
Island,Ikoria: Lair of Behemoths,Eric,1,0.12
Island,Wilds of Eldraine,Eric,2,0.11
Island,Adventures in the Forgotten Realms,Eric,1,0.11
Island,Adventures in the Forgotten Realms,Eric,1,0.11
Island,Outlaws of Thunder Junction,Eric,1,0.11
Island,Kamigawa: Neon Dynasty,Eric,9,0.11
Island,Dominaria United,Eric,2,0.10
Island,Adventures in the Forgotten Realms,Eric,1,0.10
Island,Assassin's Creed,Eric,22,0.09
Island,Dominaria United,Eric,2,0.09
Island,Adventures in the Forgotten Realms,Eric,1,0.09
Island,Dominaria United,Eric,1,0.09
Island,Dominaria United,Eric,2,0.09
Island,March of the Machine,Eric,14,0.09
Island,The Lord of the Rings: Tales of Middle-earth,Eric,17,0.08
Island,Commander Legends: Battle for Baldur's Gate,Eric,2,0.08
Island,Dominaria United,Eric,2,0.08
Island,Dominaria United,Eric,1,0.08
Island,Kamigawa: Neon Dynasty,Eric,7,0.08
Island,Adventures in the Forgotten Realms,Eric,2,0.07
Island,Outlaws of Thunder Junction,Eric,1,0.07
Island,Outlaws of Thunder Junction,Eric,1,0.07
Island,Modern Horizons 3,Eric,2,0.07
Island,Foundations,Eric,2,0.07
Island,Wilds of Eldraine,Eric,2,0.06
Island,Modern Horizons 3,Eric,3,0.06
Island,Foundations,Eric,3,0.06
Island,Wilds of Eldraine,Eric,2,0.05
Isle of Vesuva,March of the Machine Commander,Eric,1,0.24
Isolated Chapel,Outlaws of Thunder Junction Commander,Eric,1,1.77
Isolated Chapel,Tales of Middle-earth Commander,Eric,1,1.59
Isolation at Orthanc,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.04
Ithilien Kingfisher,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.06
"Itzquinth, Firstborn of Gishath",The Lost Caverns of Ixalan,Eric,1,0.05
"Ivy, Gleeful Spellthief",Dominaria United,Eric,1,0.19
Ixalan's Binding,Ixalan,Eric,1,0.12
"Iymrith, Desert Doom",Adventures in the Forgotten Realms,Eric,1,0.85
"Izoni, Thousand-Eyed",Modern Horizons 3 Commander,Eric,1,0.14
Izzet Boilerworks,Modern Horizons 3 Commander,Eric,1,0.25
Izzet Chemister,Forgotten Realms Commander,Eric,1,0.11
Izzet Generatorium,Modern Horizons 3,Eric,2,0.07
Izzet Guildgate,Ravnica Remastered,Eric,1,0.11
Izzet Signet,March of the Machine Commander,Eric,1,0.31
"Jace, Architect of Thought",Neon Dynasty Commander,Eric,1,0.20
"Jace, Memory Adept",Resale Promos,Eric,3,0.37
Jackdaw,Assassin's Creed,Eric,1,0.50
Jackdaw,Assassin's Creed,Eric,1,0.33
Jackdaw Savior,Bloomburrow,Eric,1,0.26
Jackhammer,Streets of New Capenna,Eric,1,0.03
Jacob Frye,Assassin's Creed,Eric,3,0.25
Jaded Sell-Sword,Adventures in the Forgotten Realms,Eric,1,0.05
"Jaheira, Friend of the Forest",Commander Legends: Battle for Baldur's Gate,Eric,1,2.89
Jaheira's Respite,Commander Legends: Battle for Baldur's Gate,Eric,1,0.23
Jailbreak Scheme,Outlaws of Thunder Junction,Eric,4,0.05
Jailbreak Scheme,Outlaws of Thunder Junction,Eric,1,0.03
Jared Carthalion,Dominaria United Commander,Eric,1,0.75
Javelin of Lightning,Commander Legends: Battle for Baldur's Gate,Eric,1,0.06
